state,skill,count,state_total,demand_score
Telangana,Java,644,20709,0.03109759041962432
Telangana,JavaScript,599,20709,0.028924622144961127
Telangana,Machine Learning & AI,334,20709,0.01612825341638901
Telangana,Marketing & SEO,579,20709,0.027958858467333043
Telangana,Mobile App Development,370,20709,0.01786662803611956
Telangana,NoSQL DBs,65,20709,0.003138731952291274
Telangana,Project & Product Management,1008,20709,0.048674489352455455
Telangana,Python,842,20709,0.04065865082814235
Telangana,SAP,1121,20709,0.05413105413105413
Telangana,SQL / Relational DBs,1216,20709,0.058718431599787534
Telangana,Sales & Business Development,1438,20709,0.06943840842145926
Telangana,Soft Skills (Communication/Leadership),1361,20709,0.06572021826259114
Telangana,Software Testing / QA,792,20709,0.03824424163407214
Telangana,Supply Chain & Logistics,407,20709,0.019653290839731517
Uttar Pradesh,Agile & Scrum,114,10124,0.01126037139470565
Uttar Pradesh,Backend Frameworks,100,10124,0.009877518767285659
Uttar Pradesh,Business Analysis,123,10124,0.01214934808376136
Uttar Pradesh,Business Intelligence (BI),65,10124,0.006420387198735678
Uttar Pradesh,C# / .NET,35,10124,0.00345713156854998
Uttar Pradesh,C/C++,62,10124,0.0061240616357171075
Uttar Pradesh,Cloud Computing (AWS/GCP/Azure),249,10124,0.02459502173054129
Uttar Pradesh,Customer Support / BPO,1077,10124,0.10638087712366653
Uttar Pradesh,Cybersecurity,134,10124,0.013235875148162782
Uttar Pradesh,Data Engineering (ETL/Big Data),71,10124,0.007013038324772817
Uttar Pradesh,Data Science & Analytics,255,10124,0.025187672856578427
Uttar Pradesh,DevOps & CI/CD,210,10124,0.02074278941129988
Uttar Pradesh,ERP & CRM,236,10124,0.023310944290794153
Uttar Pradesh,Excel,153,10124,0.015112603713947056
Uttar Pradesh,Finance & Accounting,480,10124,0.047412090082971155
Uttar Pradesh,Frontend Frameworks,258,10124,0.025483998419596997
Uttar Pradesh,Git / Version Control,88,10124,0.00869221651521138
Uttar Pradesh,Human Resources (HR) & Recruitment,462,10124,0.04563413670485974
Uttar Pradesh,Industrial & Manufacturing,329,10124,0.032497036744369816
Uttar Pradesh,Java,188,10124,0.018569735282497037
Uttar Pradesh,JavaScript,204,10124,0.020150138285262742
Uttar Pradesh,Machine Learning & AI,130,10124,0.012840774397471355
Uttar Pradesh,Marketing & SEO,663,10124,0.06548794942710391
Uttar Pradesh,Mobile App Development,67,10124,0.006617937574081391
Uttar Pradesh,NoSQL DBs,18,10124,0.0017779533781114183
Uttar Pradesh,Project & Product Management,240,10124,0.023706045041485577
Uttar Pradesh,Python,199,10124,0.01965626234689846
Uttar Pradesh,SAP,144,10124,0.014223627024891347
Uttar Pradesh,SQL / Relational DBs,304,10124,0.0300276570525484
Uttar Pradesh,Sales & Business Development,1730,10124,0.17088107467404187
Uttar Pradesh,Soft Skills (Communication/Leadership),1269,10124,0.125345713156855
Uttar Pradesh,Software Testing / QA,265,10124,0.026175424733306994
Uttar Pradesh,Supply Chain & Logistics,202,10124,0.019952587909917028
Uttarakhand,Customer Support / BPO,1,18,0.05555555555555555
Uttarakhand,Finance & Accounting,1,18,0.05555555555555555
Uttarakhand,Industrial & Manufacturing,1,18,0.05555555555555555
Uttarakhand,Marketing & SEO,1,18,0.05555555555555555
Uttarakhand,SAP,1,18,0.05555555555555555
Uttarakhand,Sales & Business Development,10,18,0.5555555555555556
Uttarakhand,Soft Skills (Communication/Leadership),2,18,0.1111111111111111
Uttarakhand,Software Testing / QA,1,18,0.05555555555555555
West Bengal,Agile & Scrum,39,2478,0.015738498789346248
West Bengal,Backend Frameworks,15,2478,0.006053268765133172
West Bengal,Business Analysis,31,2478,0.012510088781275222
West Bengal,Business Intelligence (BI),17,2478,0.006860371267150928
West Bengal,C# / .NET,4,2478,0.0016142050040355124
West Bengal,C/C++,13,2478,0.005246166263115416
West Bengal,Cloud Computing (AWS/GCP/Azure),57,2478,0.023002421307506054
West Bengal,Customer Support / BPO,225,2478,0.09079903147699758
West Bengal,Cybersecurity,33,2478,0.013317191283292978
West Bengal,Data Engineering (ETL/Big Data),16,2478,0.00645682001614205
West Bengal,Data Science & Analytics,63,2478,0.025423728813559324
West Bengal,DevOps & CI/CD,32,2478,0.0129136400322841
West Bengal,ERP & CRM,62,2478,0.025020177562550445
West Bengal,Excel,51,2478,0.020581113801452784
West Bengal,Finance & Accounting,134,2478,0.05407586763518967
West Bengal,Frontend Frameworks,50,2478,0.020177562550443905
West Bengal,Git / Version Control,9,2478,0.0036319612590799033
West Bengal,Human Resources (HR) & Recruitment,102,2478,0.04116222760290557
West Bengal,Industrial & Manufacturing,84,2478,0.03389830508474576
West Bengal,Java,33,2478,0.013317191283292978
West Bengal,JavaScript,26,2478,0.010492332526230832
West Bengal,Machine Learning & AI,19,2478,0.007667473769168685
West Bengal,Marketing & SEO,137,2478,0.055286521388216305
West Bengal,Mobile App Development,32,2478,0.0129136400322841
West Bengal,Project & Product Management,85,2478,0.03430185633575464
West Bengal,Python,34,2478,0.013720742534301856
West Bengal,SAP,104,2478,0.041969330104923326
West Bengal,SQL / Relational DBs,94,2478,0.037933817594834544
West Bengal,Sales & Business Development,390,2478,0.15738498789346247
West Bengal,Soft Skills (Communication/Leadership),365,2478,0.14729620661824053
West Bengal,Software Testing / QA,46,2478,0.018563357546408393
West Bengal,Supply Chain & Logistics,76,2478,0.03066989507667474
